11/03/1964,CA,Ventura,Johnson,democrat,510,1000
11/03/1964,CA,Ventura,Goldwater,republican,490,1000
11/03/1964,KY,McCreary,Johnson,democrat,420,1000
11/03/1964,KY,McCreary,Goldwater,republican,580,1000
11/03/1964,MN,Becker,Johnson,democrat,497,1000
11/03/1964,MN,Becker,Goldwater,republican,503,1000
11/03/1964,AR,Union,Johnson,democrat,580,1000
11/03/1964,AR,Union,Goldwater,republican,420,1000
11/03/1964,KS,Osage,Johnson,democrat,470,1000
11/03/1964,KS,Osage,Goldwater,republican,530,1000
11/03/1964,TX,Orange,Johnson,democrat,420,1000
11/03/1964,TX,Orange,Goldwater,republican,580,1000
11/03/1964,GA,Clay,Johnson,democrat,580,1000
11/03/1964,GA,Clay,Goldwater,republican,420,1000
11/03/1964,OH,Summit,Johnson,democrat,580,1000
11/03/1964,OH,Summit,Goldwater,republican,420,1000
11/03/1964,GA,Liberty,Johnson,democrat,530,1000
11/03/1964,GA,Liberty,Goldwater,republican,470,1000
11/03/1964,GA,Seminole,Johnson,democrat,470,1000
11/03/1964,GA,Seminole,Goldwater,republican,530,1000
11/03/1964,GA,Cherokee,Johnson,democrat,420,1000
11/03/1964,GA,Cherokee,Goldwater,republican,580,1000
11/03/1964,MO,Montgomery,Johnson,democrat,470,1000
11/03/1964,MO,Montgomery,Goldwater,republican,530,1000
11/03/1964,TN,Giles,Johnson,democrat,490,1000
11/03/1964,TN,Giles,Goldwater,republican,510,1000
11/03/1964,IN,Spencer,Johnson,democrat,580,1000
11/03/1964,IN,Spencer,Goldwater,republican,420,1000
11/03/1964,WV,Boone,Johnson,democrat,503,1000
11/03/1964,WV,Boone,Goldwater,republican,497,1000
11/03/1964,OR,Clatsop,Johnson,democrat,580,1000
11/03/1964,OR,Clatsop,Goldwater,republican,420,1000
11/03/1964,CA,Lake,Johnson,democrat,530,1000
11/03/1964,CA,Lake,Goldwater,republican,470,1000
11/03/1964,GA,Chattooga,Johnson,democrat,420,1000
11/03/1964,GA,Chattooga,Goldwater,republican,580,1000
11/03/1964,MO,Scott,Johnson,democrat,580,1000
11/03/1964,MO,Scott,Goldwater,republican,420,1000
11/03/1964,WA,San_Juan,Johnson,democrat,580,1000
11/03/1964,WA,San_Juan,Goldwater,republican,420,1000
11/03/1964,OR,Jefferson,Johnson,democrat,490,1000
11/03/1964,OR,Jefferson,Goldwater,republican,510,1000
11/03/1964,UT,Utah,Johnson,democrat,420,1000
11/03/1964,UT,Utah,Goldwater,republican,580,1000
11/03/1964,MO,Ozark,Johnson,democrat,470,1000
11/03/1964,MO,Ozark,Goldwater,republican,530,1000
11/03/1964,LA,Richland,Johnson,democrat,470,1000
11/03/1964,LA,Richland,Goldwater,republican,530,1000
11/03/1964,NY,Essex,Johnson,democrat,580,1000
11/03/1964,NY,Essex,Goldwater,republican,420,1000
11/03/1964,TX,Madison,Johnson,democrat,420,1000
11/03/1964,TX,Madison,Goldwater,republican,580,1000
11/03/1964,IL,Grundy,Johnson,democrat,503,1000
11/03/1964,IL,Grundy,Goldwater,republican,497,1000
11/03/1964,NY,Ulster,Johnson,democrat,580,1000
11/03/1964,NY,Ulster,Goldwater,republican,420,1000
11/03/1964,NC,Lee,Johnson,democrat,420,1000
11/03/1964,NC,Lee,Goldwater,republican,580,1000
11/03/1964,TN,Bedford,Johnson,democrat,530,1000
11/03/1964,TN,Bedford,Goldwater,republican,470,1000
11/03/1964,ND,Mountrail,Johnson,democrat,510,1000
11/03/1964,ND,Mountrail,Goldwater,republican,490,1000
11/03/1964,TX,Freestone,Johnson,democrat,420,1000
11/03/1964,TX,Freestone,Goldwater,republican,580,1000
11/03/1964,NC,Alleghany,Johnson,democrat,420,1000
11/03/1964,NC,Alleghany,Goldwater,republican,580,1000
11/03/1964,NY,Wyoming,Johnson,democrat,420,1000
11/03/1964,NY,Wyoming,Goldwater,republican,580,1000
11/03/1964,MN,Pope,Johnson,democrat,490,1000
11/03/1964,MN,Pope,Goldwater,republican,510,1000
11/03/1964,IL,Crawford,Johnson,democrat,420,1000
11/03/1964,IL,Crawford,Goldwater,republican,580,1000
11/03/1964,MO,Barton,Johnson,democrat,580,1000
11/03/1964,MO,Barton,Goldwater,republican,420,1000
11/03/1964,AZ,Maricopa,Johnson,democrat,420,1000
11/03/1964,AZ,Maricopa,Goldwater,republican,580,1000
11/03/1964,NY,Ontario,Johnson,democrat,490,1000
11/03/1964,NY,Ontario,Goldwater,republican,510,1000
11/03/1964,TX,Panola,Johnson,democrat,420,1000
11/03/1964,TX,Panola,Goldwater,republican,580,1000
11/03/1964,IL,White,Johnson,democrat,510,1000
11/03/1964,IL,White,Goldwater,republican,490,1000
11/03/1964,MS,Hancock,Johnson,democrat,420,1000
11/03/1964,MS,Hancock,Goldwater,republican,580,1000
11/03/1964,PA,Bradford,Johnson,democrat,420,1000
11/03/1964,PA,Bradford,Goldwater,republican,580,1000
11/03/1964,OH,Knox,Johnson,democrat,420,1000
11/03/1964,OH,Knox,Goldwater,republican,580,1000
11/03/1964,SD,Brule,Johnson,democrat,470,1000
11/03/1964,SD,Brule,Goldwater,republican,530,1000
11/03/1964,CO,Archuleta,Johnson,democrat,580,1000
11/03/1964,CO,Archuleta,Goldwater,republican,420,1000
11/03/1964,AL,Coffee,Johnson,democrat,420,1000
11/03/1964,AL,Coffee,Goldwater,republican,580,1000
11/03/1964,VA,Caroline,Johnson,democrat,530,1000
11/03/1964,VA,Caroline,Goldwater,republican,470,1000
11/03/1964,VA,Fairfax,Johnson,democrat,580,1000
11/03/1964,VA,Fairfax,Goldwater,republican,420,1000
11/03/1964,SC,Sumter,Johnson,democrat,510,1000
11/03/1964,SC,Sumter,Goldwater,republican,490,1000
11/03/1964,PA,Elk,Johnson,democrat,490,1000
11/03/1964,PA,Elk,Goldwater,republican,510,1000
11/03/1964,IA,Winnebago,Johnson,democrat,530,1000
11/03/1964,IA,Winnebago,Goldwater,republican,470,1000
11/03/1964,FL,Wakulla,Johnson,democrat,420,1000
11/03/1964,FL,Wakulla,Goldwater,republican,580,1000
11/03/1964,MS,Pearl_River,Johnson,democrat,420,1000
11/03/1964,MS,Pearl_River,Goldwater,republican,580,1000
11/03/1964,AR,Van_Buren,Johnson,democrat,580,1000
11/03/1964,AR,Van_Buren,Goldwater,republican,420,1000
11/03/1964,TX,Comanche,Johnson,democrat,420,1000
11/03/1964,TX,Comanche,Goldwater,republican,580,1000
11/03/1964,SD,Dewey,Johnson,democrat,470,1000
11/03/1964,SD,Dewey,Goldwater,republican,530,1000
11/03/1964,TN,Rhea,Johnson,democrat,420,1000
11/03/1964,TN,Rhea,Goldwater,republican,580,1000
11/03/1964,PA,Huntingdon,Johnson,democrat,420,1000
11/03/1964,PA,Huntingdon,Goldwater,republican,580,1000
11/03/1964,WI,Iowa,Johnson,democrat,580,1000
11/03/1964,WI,Iowa,Goldwater,republican,420,1000
11/03/1964,PA,Sullivan,Johnson,democrat,420,1000
11/03/1964,PA,Sullivan,Goldwater,republican,580,1000
11/03/1964,TN,Tipton,Johnson,democrat,580,1000
11/03/1964,TN,Tipton,Goldwater,republican,420,1000
11/03/1964,NH,Strafford,Johnson,democrat,510,1000
11/03/1964,NH,Strafford,Goldwater,republican,490,1000
11/03/1964,IN,Marion,Johnson,democrat,530,1000
11/03/1964,IN,Marion,Goldwater,republican,470,1000
11/03/1964,SD,Bennett,Johnson,democrat,420,1000
11/03/1964,SD,Bennett,Goldwater,republican,580,1000
11/03/1964,VA,Buckingham,Johnson,democrat,510,1000
11/03/1964,VA,Buckingham,Goldwater,republican,490,1000
11/03/1964,ID,Bannock,Johnson,democrat,420,1000
11/03/1964,ID,Bannock,Goldwater,republican,580,1000
11/03/1964,GA,Stephens,Johnson,democrat,420,1000
11/03/1964,GA,Stephens,Goldwater,republican,580,1000
11/03/1964,ID,Boise,Johnson,democrat,470,1000
11/03/1964,ID,Boise,Goldwater,republican,530,1000
11/03/1964,OK,Nowata,Johnson,democrat,530,1000
11/03/1964,OK,Nowata,Goldwater,republican,470,1000
11/03/1964,GA,Glascock,Johnson,democrat,470,1000
11/03/1964,GA,Glascock,Goldwater,republican,530,1000
11/03/1964,WI,Pepin,Johnson,democrat,580,1000
11/03/1964,WI,Pepin,Goldwater,republican,420,1000
11/03/1964,IA,Fremont,Johnson,democrat,470,1000
11/03/1964,IA,Fremont,Goldwater,republican,530,1000
11/03/1964,MO,Maries,Johnson,democrat,490,1000
11/03/1964,MO,Maries,Goldwater,republican,510,1000
11/03/1964,TX,Nacogdoches,Johnson,democrat,420,1000
11/03/1964,TX,Nacogdoches,Goldwater,republican,580,1000
11/03/1964,NC,Pamlico,Johnson,democrat,530,1000
11/03/1964,NC,Pamlico,Goldwater,republican,470,1000
11/03/1964,FL,Taylor,Johnson,democrat,470,1000
11/03/1964,FL,Taylor,Goldwater,republican,530,1000
11/03/1964,MN,Wright,Johnson,democrat,497,1000
11/03/1964,MN,Wright,Goldwater,republican,503,1000
11/03/1964,ME,Somerset,Johnson,democrat,420,1000
11/03/1964,ME,Somerset,Goldwater,republican,580,1000
11/03/1964,AR,Marion,Johnson,democrat,530,1000
11/03/1964,AR,Marion,Goldwater,republican,470,1000
11/03/1964,TX,Presidio,Johnson,democrat,420,1000
11/03/1964,TX,Presidio,Goldwater,republican,580,1000
11/03/1964,CA,Stanislaus,Johnson,democrat,470,1000
11/03/1964,CA,Stanislaus,Goldwater,republican,530,1000
11/03/1964,KY,Elliott,Johnson,democrat,580,1000
11/03/1964,KY,Elliott,Goldwater,republican,420,1000
11/03/1964,IL,Wabash,Johnson,democrat,420,1000
11/03/1964,IL,Wabash,Goldwater,republican,580,1000
11/03/1964,WI,Juneau,Johnson,democrat,510,1000
11/03/1964,WI,Juneau,Goldwater,republican,490,1000
11/03/1964,ND,Walsh,Johnson,democrat,470,1000
11/03/1964,ND,Walsh,Goldwater,republican,530,1000
11/03/1964,AL,Bullock,Johnson,democrat,420,1000
11/03/1964,AL,Bullock,Goldwater,republican,580,1000
11/03/1964,CA,Colusa,Johnson,democrat,420,1000
11/03/1964,CA,Colusa,Goldwater,republican,580,1000
11/03/1964,CO,Gunnison,Johnson,democrat,580,1000
11/03/1964,CO,Gunnison,Goldwater,republican,420,1000
11/03/1964,TX,Cass,Johnson,democrat,420,1000
11/03/1964,TX,Cass,Goldwater,republican,580,1000
11/03/1964,GA,Camden,Johnson,democrat,420,1000
11/03/1964,GA,Camden,Goldwater,republican,580,1000
11/03/1964,MS,Montgomery,Johnson,democrat,530,1000
11/03/1964,MS,Montgomery,Goldwater,republican,470,1000
11/03/1964,GA,Fulton,Johnson,democrat,580,1000
11/03/1964,GA,Fulton,Goldwater,republican,420,1000
11/03/1964,ND,Kidder,Johnson,democrat,420,1000
11/03/1964,ND,Kidder,Goldwater,republican,580,1000
11/03/1964,GA,Fannin,Johnson,democrat,420,1000
11/03/1964,GA,Fannin,Goldwater,republican,580,1000
11/03/1964,OH,Ottawa,Johnson,democrat,510,1000
11/03/1964,OH,Ottawa,Goldwater,republican,490,1000
11/03/1964,NC,Carteret,Johnson,democrat,530,1000
11/03/1964,NC,Carteret,Goldwater,republican,470,1000
11/03/1964,IN,Porter,Johnson,democrat,530,1000
11/03/1964,IN,Porter,Goldwater,republican,470,1000
11/03/1964,VA,Nottoway,Johnson,democrat,490,1000
11/03/1964,VA,Nottoway,Goldwater,republican,510,1000
11/03/1964,MO,Greene,Johnson,democrat,530,1000
11/03/1964,MO,Greene,Goldwater,republican,470,1000
11/03/1964,TX,Harris,Johnson,democrat,497,1000
11/03/1964,TX,Harris,Goldwater,republican,503,1000
11/03/1964,TX,Hill,Johnson,democrat,420,1000
11/03/1964,TX,Hill,Goldwater,republican,580,1000
11/03/1964,MO,Warren,Johnson,democrat,530,1000
11/03/1964,MO,Warren,Goldwater,republican,470,1000
11/03/1964,GA,Hancock,Johnson,democrat,580,1000
11/03/1964,GA,Hancock,Goldwater,republican,420,1000
11/03/1964,AL,Houston,Johnson,democrat,420,1000
11/03/1964,AL,Houston,Goldwater,republican,580,1000
11/03/1964,MO,Pemiscot,Johnson,democrat,580,1000
11/03/1964,MO,Pemiscot,Goldwater,republican,420,1000
11/03/1964,MI,Wayne,Johnson,democrat,580,1000
11/03/1964,MI,Wayne,Goldwater,republican,420,1000
11/03/1964,IN,Boone,Johnson,democrat,420,1000
11/03/1964,IN,Boone,Goldwater,republican,580,1000
11/03/1964,NY,New_York,Johnson,democrat,580,1000
11/03/1964,NY,New_York,Goldwater,republican,420,1000
11/03/1964,SC,Fairfield,Johnson,democrat,580,1000
11/03/1964,SC,Fairfield,Goldwater,republican,420,1000
11/03/1964,ID,Washington,Johnson,democrat,470,1000
11/03/1964,ID,Washington,Goldwater,republican,530,1000
11/03/1964,OH,Ashtabula,Johnson,democrat,580,1000
11/03/1964,OH,Ashtabula,Goldwater,republican,420,1000
11/03/1964,VA,Rockbridge,Johnson,democrat,470,1000
11/03/1964,VA,Rockbridge,Goldwater,republican,530,1000
11/03/1964,WI,Kenosha,Johnson,democrat,530,1000
11/03/1964,WI,Kenosha,Goldwater,republican,470,1000
11/03/1964,NE,Boone,Johnson,democrat,420,1000
11/03/1964,NE,Boone,Goldwater,republican,580,1000
11/03/1964,TX,Coryell,Johnson,democrat,420,1000
11/03/1964,TX,Coryell,Goldwater,republican,580,1000
11/03/1964,IL,DeKalb,Johnson,democrat,510,1000
11/03/1964,IL,DeKalb,Goldwater,republican,490,1000
11/03/1964,MI,Lake,Johnson,democrat,530,1000
11/03/1964,MI,Lake,Goldwater,republican,470,1000
11/03/1964,FL,Lee,Johnson,democrat,470,1000
11/03/1964,FL,Lee,Goldwater,republican,530,1000
11/03/1964,ID,Franklin,Johnson,democrat,420,1000
11/03/1964,ID,Franklin,Goldwater,republican,580,1000
11/03/1964,VA,Greensville,Johnson,democrat,580,1000
11/03/1964,VA,Greensville,Goldwater,republican,420,1000
11/03/1964,GA,Dodge,Johnson,democrat,420,1000
11/03/1964,GA,Dodge,Goldwater,republican,580,1000
11/03/1964,CA,Mendocino,Johnson,democrat,580,1000
11/03/1964,CA,Mendocino,Goldwater,republican,420,1000
11/03/1964,WI,Buffalo,Johnson,democrat,530,1000
11/03/1964,WI,Buffalo,Goldwater,republican,470,1000
11/03/1964,WI,Racine,Johnson,democrat,530,1000
11/03/1964,WI,Racine,Goldwater,republican,470,1000
11/03/1964,VT,Grand_Isle,Johnson,democrat,580,1000
11/03/1964,VT,Grand_Isle,Goldwater,republican,420,1000
11/03/1964,MN,Dakota,Johnson,democrat,530,1000
11/03/1964,MN,Dakota,Goldwater,republican,470,1000
11/03/1964,OR,Multnomah,Johnson,democrat,580,1000
11/03/1964,OR,Multnomah,Goldwater,republican,420,1000
11/03/1964,LA,Natchitoches,Johnson,democrat,490,1000
11/03/1964,LA,Natchitoches,Goldwater,republican,510,1000
11/03/1964,IL,Scott,Johnson,democrat,510,1000
11/03/1964,IL,Scott,Goldwater,republican,490,1000
11/03/1964,GA,Effingham,Johnson,democrat,420,1000
11/03/1964,GA,Effingham,Goldwater,republican,580,1000
11/03/1964,OK,Caddo,Johnson,democrat,420,1000
11/03/1964,OK,Caddo,Goldwater,republican,580,1000
11/03/1964,OK,Jefferson,Johnson,democrat,530,1000
11/03/1964,OK,Jefferson,Goldwater,republican,470,1000
11/03/1964,CO,Huerfano,Johnson,democrat,580,1000
11/03/1964,CO,Huerfano,Goldwater,republican,420,1000
11/03/1964,SC,Anderson,Johnson,democrat,420,1000
11/03/1964,SC,Anderson,Goldwater,republican,580,1000
11/03/1964,SC,Clarendon,Johnson,democrat,580,1000
11/03/1964,SC,Clarendon,Goldwater,republican,420,1000
11/03/1964,GA,Lee,Johnson,democrat,470,1000
11/03/1964,GA,Lee,Goldwater,republican,530,1000
11/03/1964,OH,Jefferson,Johnson,democrat,530,1000
11/03/1964,OH,Jefferson,Goldwater,republican,470,1000
11/03/1964,OK,Roger_Mills,Johnson,democrat,420,1000
11/03/1964,OK,Roger_Mills,Goldwater,republican,580,1000
11/03/1964,VA,Lexington,Johnson,democrat,530,1000
11/03/1964,VA,Lexington,Goldwater,republican,470,1000
11/03/1964,CA,Shasta,Johnson,democrat,420,1000
11/03/1964,CA,Shasta,Goldwater,republican,580,1000
11/03/1964,AR,Desha,Johnson,democrat,580,1000
11/03/1964,AR,Desha,Goldwater,republican,420,1000
11/03/1964,LA,Lafourche,Johnson,democrat,580,1000
11/03/1964,LA,Lafourche,Goldwater,republican,420,1000
11/03/1964,CA,Tuolumne,Johnson,democrat,420,1000
11/03/1964,CA,Tuolumne,Goldwater,republican,580,1000
11/03/1964,OK,Cherokee,Johnson,democrat,530,1000
11/03/1964,OK,Cherokee,Goldwater,republican,470,1000
11/03/1964,AR,Carroll,Johnson,democrat,470,1000
11/03/1964,AR,Carroll,Goldwater,republican,530,1000
11/03/1964,TX,Titus,Johnson,democrat,420,1000
11/03/1964,TX,Titus,Goldwater,republican,580,1000
11/03/1964,LA,St_Martin,Johnson,democrat,530,1000
11/03/1964,LA,St_Martin,Goldwater,republican,470,1000
11/03/1964,AL,Morgan,Johnson,democrat,420,1000
11/03/1964,AL,Morgan,Goldwater,republican,580,1000
11/03/1964,AL,Tuscaloosa,Johnson,democrat,420,1000
11/03/1964,AL,Tuscaloosa,Goldwater,republican,580,1000
11/03/1964,LA,West_Feliciana,Johnson,democrat,530,1000
11/03/1964,LA,West_Feliciana,Goldwater,republican,470,1000
11/03/1964,GA,Henry,Johnson,democrat,420,1000
11/03/1964,GA,Henry,Goldwater,republican,580,1000
11/03/1964,FL,Glades,Johnson,democrat,420,1000
11/03/1964,FL,Glades,Goldwater,republican,580,1000
11/03/1964,CO,Otero,Johnson,democrat,470,1000
11/03/1964,CO,Otero,Goldwater,republican,530,1000
11/03/1964,LA,Tensas,Johnson,democrat,510,1000
11/03/1964,LA,Tensas,Goldwater,republican,490,1000
11/03/1964,WV,Cabell,Johnson,democrat,470,1000
11/03/1964,WV,Cabell,Goldwater,republican,530,1000
11/03/1964,KY,Ohio,Johnson,democrat,470,1000
11/03/1964,KY,Ohio,Goldwater,republican,530,1000
11/03/1964,MN,Blue_Earth,Johnson,democrat,530,1000
11/03/1964,MN,Blue_Earth,Goldwater,republican,470,1000
11/03/1964,NH,Hillsborough,Johnson,democrat,470,1000
11/03/1964,NH,Hillsborough,Goldwater,republican,530,1000
11/03/1964,WY,Sweetwater,Johnson,democrat,490,1000
11/03/1964,WY,Sweetwater,Goldwater,republican,510,1000
11/03/1964,IA,Pottawattamie,Johnson,democrat,510,1000
11/03/1964,IA,Pottawattamie,Goldwater,republican,490,1000
11/03/1964,NY,Jefferson,Johnson,democrat,490,1000
11/03/1964,NY,Jefferson,Goldwater,republican,510,1000
11/03/1964,MO,Bates,Johnson,democrat,530,1000
11/03/1964,MO,Bates,Goldwater,republican,470,1000
11/03/1964,MI,Presque_Isle,Johnson,democrat,530,1000
11/03/1964,MI,Presque_Isle,Goldwater,republican,470,1000
11/03/1964,MT,Roosevelt,Johnson,democrat,530,1000
11/03/1964,MT,Roosevelt,Goldwater,republican,470,1000
11/03/1964,WA,Jefferson,Johnson,democrat,580,1000
11/03/1964,WA,Jefferson,Goldwater,republican,420,1000
11/03/1964,TX,Nueces,Johnson,democrat,510,1000
11/03/1964,TX,Nueces,Goldwater,republican,490,1000
11/03/1964,WI,Door,Johnson,democrat,530,1000
11/03/1964,WI,Door,Goldwater,republican,470,1000
11/03/1964,ID,Nez_Perce,Johnson,democrat,470,1000
11/03/1964,ID,Nez_Perce,Goldwater,republican,530,1000
11/03/1964,MI,Huron,Johnson,democrat,490,1000
11/03/1964,MI,Huron,Goldwater,republican,510,1000
11/03/1964,GA,Johnson,Johnson,democrat,503,1000
11/03/1964,GA,Johnson,Goldwater,republican,497,1000
11/03/1964,OH,Putnam,Johnson,democrat,420,1000
11/03/1964,OH,Putnam,Goldwater,republican,580,1000
11/03/1964,TX,Erath,Johnson,democrat,420,1000
11/03/1964,TX,Erath,Goldwater,republican,580,1000
11/03/1964,MO,Shannon,Johnson,democrat,530,1000
11/03/1964,MO,Shannon,Goldwater,republican,470,1000
11/03/1964,AK,Matanuska-Susitna,Johnson,democrat,420,1000
11/03/1964,AK,Matanuska-Susitna,Goldwater,republican,580,1000
11/03/1964,VA,Falls_Church,Johnson,democrat,580,1000
11/03/1964,VA,Falls_Church,Goldwater,republican,420,1000
11/03/1964,TX,Kleberg,Johnson,democrat,470,1000
11/03/1964,TX,Kleberg,Goldwater,republican,530,1000
11/03/1964,CO,Pitkin,Johnson,democrat,470,1000
11/03/1964,CO,Pitkin,Goldwater,republican,530,1000
11/03/1964,CO,La_Plata,Johnson,democrat,497,1000
11/03/1964,CO,La_Plata,Goldwater,republican,503,1000
11/03/1964,OK,Tulsa,Johnson,democrat,420,1000
11/03/1964,OK,Tulsa,Goldwater,republican,580,1000
11/03/1964,AL,St_Clair,Johnson,democrat,420,1000
11/03/1964,AL,St_Clair,Goldwater,republican,580,1000
11/03/1964,FL,Pinellas,Johnson,democrat,530,1000
11/03/1964,FL,Pinellas,Goldwater,republican,470,1000
11/03/1964,IL,Fulton,Johnson,democrat,530,1000
11/03/1964,IL,Fulton,Goldwater,republican,470,1000
11/03/1964,KS,Cherokee,Johnson,democrat,530,1000
11/03/1964,KS,Cherokee,Goldwater,republican,470,1000
11/03/1964,MN,Beltrami,Johnson,democrat,580,1000
11/03/1964,MN,Beltrami,Goldwater,republican,420,1000
11/03/1964,IN,Cass,Johnson,democrat,510,1000
11/03/1964,IN,Cass,Goldwater,republican,490,1000
11/03/1964,AR,Polk,Johnson,democrat,510,1000
11/03/1964,AR,Polk,Goldwater,republican,490,1000
11/03/1964,NV,Douglas,Johnson,democrat,420,1000
11/03/1964,NV,Douglas,Goldwater,republican,580,1000
11/03/1964,KS,Kingman,Johnson,democrat,420,1000
11/03/1964,KS,Kingman,Goldwater,republican,580,1000
11/03/1964,IA,Clayton,Johnson,democrat,580,1000
11/03/1964,IA,Clayton,Goldwater,republican,420,1000
11/03/1964,IN,Fulton,Johnson,democrat,470,1000
11/03/1964,IN,Fulton,Goldwater,republican,530,1000
11/03/1964,MO,Scotland,Johnson,democrat,580,1000
11/03/1964,MO,Scotland,Goldwater,republican,420,1000
11/03/1964,SC,Berkeley,Johnson,democrat,420,1000
11/03/1964,SC,Berkeley,Goldwater,republican,580,1000
11/03/1964,MI,Leelanau,Johnson,democrat,470,1000
11/03/1964,MI,Leelanau,Goldwater,republican,530,1000
11/03/1964,PA,Fulton,Johnson,democrat,420,1000
11/03/1964,PA,Fulton,Goldwater,republican,580,1000
11/03/1964,MI,Clinton,Johnson,democrat,490,1000
11/03/1964,MI,Clinton,Goldwater,republican,510,1000
11/03/1964,GA,Quitman,Johnson,democrat,510,1000
11/03/1964,GA,Quitman,Goldwater,republican,490,1000
11/03/1964,WA,Snohomish,Johnson,democrat,580,1000
11/03/1964,WA,Snohomish,Goldwater,republican,420,1000
11/03/1964,MO,Lewis,Johnson,democrat,580,1000
11/03/1964,MO,Lewis,Goldwater,republican,420,1000
11/03/1964,FL,Madison,Johnson,democrat,420,1000
11/03/1964,FL,Madison,Goldwater,republican,580,1000
11/03/1964,NM,Los_Alamos,Johnson,democrat,470,1000
11/03/1964,NM,Los_Alamos,Goldwater,republican,530,1000
11/03/1964,NM,Guadalupe,Johnson,democrat,470,1000
